5	27	2	4000.187874	2.735e-27	0.3592	0.0422	0.045	0.67	-0.005784	2306.9746	138	142	#	0.002394	#	-0.005556	#	0.002488	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	30	5	4000.25718	1.799e-26	0.3738	0.0538	0.058	0.7	-0.005241	474.6496	62	66	#	0.002538	#	-0.005529	#	0.002743	4	7	5	6	6	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	27	2	4000.656606	3.653e-29	1.15	0.0471	0.05	0.71	-0.005563	3372.0851	102	106	#	0.002628	#	-0.005787	#	0.002776	4	7	5	6	6	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	30	5	4001.069334	6.009e-30	1.344	0.0677	0.074	0.76	-0.003831	2078.315	14	18	#	-0.002527	#	-0.003953	#	-0.00279	4	7	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	26	1	4001.725809	5.633e-31	1.139	0.0399	0.042	0.7	-0.005902	5251.0769	79	81	#	0.0	#	-0.005294	#	0.0	4	6	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	31	6	4003.289484	5.564e-31	1.189	0.0545	0.059	0.76	-0.005194	2493.8312	348	372	#	0.002938	#	-0.005464	#	0.003188	4	7	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	28	3	4003.894642	1.54e-29	1.159	0.0483	0.051	0.72	-0.00551	3178.954	47	49	#	0.002671	#	-0.005785	#	0.002834	4	7	5	6	6	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	31	6	4004.265452	1.884e-28	0.3661	0.0477	0.051	0.67	-0.005537	1160.87	588	612	#	0.002667	#	-0.005789	#	0.002824	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	28	3	4004.626936	1.627e-27	0.3618	0.0432	0.046	0.7	-0.005736	2047.3796	65	67	#	0.002457	#	-0.005636	#	0.002561	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	721	1331	0	1331	0	1331	0	1331
5	30	5	4004.644329	2.224e-26	0.3775	0.0545	0.059	0.71	-0.005194	418.8472	58	62	#	0.002465	#	-0.005464	#	0.00267	4	7	5	6	6	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	30	5	4004.712871	4.848e-30	1.421	0.0712	0.077	0.77	-0.00351	2064.4662	10	14	#	-0.004689	#	-0.003632	#	-0.005152	4	7	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	27	2	4004.856439	1.159e-31	2.51	0.0545	0.059	0.76	-0.005194	4599.7586	58	62	#	0.0	#	-0.005464	#	0.0	4	6	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	29	4	4005.802308	2.763e-30	0.3609	0.0399	0.042	0.67	-0.005902	3057.6823	474	486	#	0.002385	#	-0.005294	#	0.002459	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	27	2	4005.891912	5.583e-29	1.16	0.0477	0.051	0.71	-0.005537	3277.7541	98	102	#	0.002641	#	-0.005789	#	0.002796	4	7	5	6	6	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	27	2	4006.008733	4.967e-27	0.3621	0.0427	0.045	0.67	-0.00576	2179.2743	134	138	#	0.002422	#	-0.005598	#	0.002521	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	26	1	4006.200258	2.076e-29	0.3619	0.037	0.039	0.74	-0.006064	4306.1375	93	95	#	0.002006	#	-0.004815	#	0.002051	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	31	6	4007.703303	6.76e-31	1.201	0.0553	0.059	0.77	-0.005142	2440.6921	324	348	#	0.00265	#	-0.005391	#	0.002882	4	7	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	26	1	4008.151913	1.149e-30	1.149	0.0403	0.043	0.7	-0.005878	5100.2382	77	79	#	0.003121	#	-0.005353	#	0.003259	4	6	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	30	5	4008.296184	3.418e-30	1.591	0.0757	0.081	0.77	-0.003108	2054.0792	6	10	#	-0.008728	#	-0.003202	#	-0.009516	4	7	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	30	5	4008.972703	2.691e-26	0.3813	0.0553	0.059	0.72	-0.005142	366.5231	54	58	#	0.002371	#	-0.005391	#	0.002574	4	7	5	6	6	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	28	3	4008.983543	2.262e-29	1.169	0.049	0.052	0.72	-0.005483	3092.1543	45	47	#	0.002673	#	-0.005776	#	0.002844	4	7	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	31	6	4009.314453	2.804e-28	0.3692	0.0483	0.051	0.67	-0.00551	1071.7312	564	588	#	0.002677	#	-0.005785	#	0.002841	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	27	2	4009.368744	1.414e-31	2.536	0.0553	0.059	0.77	-0.005142	4545.6763	54	58	#	0.0	#	-0.005391	#	0.0	4	6	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	28	3	4010.300483	2.841e-27	0.3648	0.0438	0.046	0.7	-0.005712	1927.3316	63	65	#	0.002483	#	-0.005671	#	0.002594	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	721	1331	0	1331	0	1331	0	1331
5	27	2	4011.065137	8.374e-29	1.17	0.0483	0.051	0.72	-0.00551	3187.0226	94	98	#	0.00265	#	-0.005785	#	0.002813	4	7	5	6	6	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	27	2	4011.768705	8.856e-27	0.3651	0.0432	0.046	0.67	-0.005736	2055.1702	130	134	#	0.00245	#	-0.005636	#	0.002555	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	30	5	4011.81915	1.778e-30	2.404	0.0803	0.087	0.78	-0.002599	2047.1543	2	6	#	-0.019648	#	-0.002593	#	-0.02	4	7	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	31	6	4012.056057	8.032e-31	1.214	0.0561	0.06	0.78	-0.005083	2391.0871	300	324	#	0.002394	#	-0.00531	#	0.00261	4	7	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	29	4	4012.068987	5.569e-30	0.3639	0.0403	0.043	0.67	-0.005878	2909.2507	462	474	#	0.002298	#	-0.005353	#	0.00237	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	26	1	4013.107689	4.854e-29	0.3649	0.0374	0.04	0.74	-0.006041	4127.9539	91	93	#	0.002019	#	-0.00489	#	0.002066	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	30	5	4013.24218	3.185e-26	0.3852	0.0561	0.06	0.73	-0.005083	317.6791	50	54	#	0.002253	#	-0.00531	#	0.002451	4	7	5	6	6	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	27	2	4013.817505	1.687e-31	2.562	0.0561	0.06	0.78	-0.005083	4495.1905	50	54	#	0.0	#	-0.00531	#	0.0	4	6	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	28	3	4014.010448	3.259e-29	1.179	0.0496	0.053	0.73	-0.005454	3008.9473	43	45	#	0.002672	#	-0.00576	#	0.002851	4	7	5	6	8	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
5	31	6	4014.303655	4.095e-28	0.3724	0.049	0.052	0.67	-0.005483	986.133	540	564	#	0.002682	#	-0.005776	#	0.002854	4	7	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	226	1331	0	1331	0	1331	0	1331
5	26	1	4014.513688	2.299e-30	1.158	0.0408	0.043	0.7	-0.005855	4953.0954	75	77	#	0.002424	#	-0.005408	#	0.002506	4	6	5	6	2	3	0	3	0	3	0	3	1078	1077	1331	1331	723	1331	0	1331	0	1331	0	1331
