11	45	1	5882.44281	2.987e-23	0.04846	0.1074	0.481	0.74	0.0	15.3795	30	18	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	792	792	824	886	0	0	0	0	0	0
11	45	1	5882.53259	1.823e-23	0.4552	0.0974	0.5	0.95	0.0	852.415	114	126	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	1366	792	824	886	0	0	0	0	0	0
11	45	1	5882.57857	1.424e-24	0.01353	0.0715	0.397	0.79	0.0	653.6552	114	102	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	1366	792	824	886	0	0	0	0	0	0
11	45	1	5882.77258	6.032e-24	0.08969	0.0683	0.296	0.77	0.0	697.1222	90	102	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	792	792	824	886	0	0	0	0	0	0
11	45	1	5883.15677	6.872e-24	0.01339	0.0995	0.595	0.79	0.0	421.6628	180	180	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	792	792	824	886	0	0	0	0	0	0
11	45	1	5883.4168	2.587e-24	0.00481	0.0891	0.435	0.64	0.0	382.5251	156	156	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	792	792	824	886	0	0	0	0	0	0
11	45	1	5883.55721	5.621e-24	0.0104	0.1067	0.664	0.77	0.0	204.4738	66	66	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	792	792	824	886	0	0	0	0	0	0
11	45	1	5883.65054	5.78e-24	0.3754	0.0974	0.5	0.95	0.0	1069.5793	126	138	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	1366	792	824	886	0	0	0	0	0	0
11	45	1	5884.25239	1.52e-24	0.02255	0.0683	0.296	0.77	0.0	696.6011	90	102	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	792	792	824	886	0	0	0	0	0	0
11	45	1	5884.49007	1.351e-24	0.01095	0.0777	0.455	0.87	0.0	620.8976	114	102	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	1366	792	824	886	0	0	0	0	0	0
11	45	1	5884.54734	1.054e-23	0.08848	0.0711	0.274	0.51	0.0	549.9655	78	90	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	792	792	824	886	0	0	0	0	0	0
11	45	1	5884.85573	1.788e-24	0.4298	0.0891	0.435	0.64	0.0	1348.3044	132	156	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	792	792	824	886	0	0	0	0	0	0
11	45	1	5885.10469	3.292e-24	0.3021	0.0906	0.5	0.95	0.0	1176.4617	150	162	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	792	792	824	886	0	0	0	0	0	0
11	45	1	5885.26632	1.596e-23	0.3281	0.0841	0.5	0.82	0.0	954.8532	228	252	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	1366	792	824	886	0	0	0	0	0	0
11	45	1	5885.3552	1.935e-24	0.003447	0.1023	0.496	0.71	0.0	103.6287	42	42	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	792	792	824	886	0	0	0	0	0	0
11	45	1	5885.61329	2.223e-24	0.0	0.065	0.521	0.6	0.0	333.0	#	#	#	#	#	#	#	#	3	4	4	4	3	0	0	0	0	0	0	0	1337	1337	1366	792	824	886	0	0	0	0	0	0
11	45	1	5885.80796	9.775e-24	0.2457	0.0715	0.5	0.81	0.0	830.6616	102	114	#	#	#	#	#	#	3	4	4	4	2	0	0	0	0	0	0	0	1337	1337	1366	792	824	886	0	0	0	0	0	0
